"ServiceKey","ModuleKey","ModuleNameAr","ServiceNameAr","OriginalHref","OriginalUrl","OriginalFields","OriginalActions","OriginalStates","OriginalValidations","OriginalTables","OriginalFilters","OriginalExports","OriginalPermissions","LocalRoute","LocalApi","LocalEntity","Migration","LocalService","CatalogStatus","ParityStatus","EvidenceSource","EvidenceCapturedAt","TestCoverage","AcceptanceChecklist"
"human-resources.hr_letters_general","human-resources","إدارة الموارد البشرية","إصدار خطاب عام","hr_letters_general.php","https://www.sarh.org.sa/rafed/hr_letters_general.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/human-resources.hr_letters_general","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.hr_salaries_export","human-resources","إدارة الموارد البشرية","معاينة سجلات الرواتب","hr_salaries_export.php","https://www.sarh.org.sa/rafed/hr_salaries_export.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/human-resources.hr_salaries_export","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.demands_zap_approve","human-resources","إدارة الموارد البشرية","اعتماد الطلبات الإدارية","demands_zap_approve.php","https://www.sarh.org.sa/rafed/demands_zap_approve.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/human-resources.demands_zap_approve","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.demands_zap_managed","human-resources","إدارة الموارد البشرية","طلبات قمت بإدارتها","demands_zap_managed.php","https://www.sarh.org.sa/rafed/demands_zap_managed.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/human-resources.demands_zap_managed","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.demands_zap_database","human-resources","إدارة الموارد البشرية","سجلات الطلبات الإدارية","demands_zap_database.php","https://www.sarh.org.sa/rafed/demands_zap_database.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/human-resources.demands_zap_database","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.attendance_settings","human-resources","إدارة الموارد البشرية","إعدادات الحضور و الانصراف","attendance_settings.php","https://www.sarh.org.sa/rafed/attendance_settings.php","search_input [text]; all_delay[] [hidden]; نسبه الخصم مثلا (1.5 او 2) [number]; all_early[] [hidden]; token [hidden]; checkNetWorkHours [hidden]; title [text]; bridge_vacations [checkbox]; bridge_attendance [checkbox]; desktop_requirements_ips [checkbox]; desktop_range [number]; desktop_ips; desktop_ips_input [text]; mobile_requirements_range[] [checkbox]; mobile_requirements_ips [checkbox]; mobile_range [hidden]; المقر الرئيسي [number]; mobile_ips; mobile_ips_input [text]; app_requirements_range[] [checkbox]; app_requirements_ips [checkbox]; app_range [hidden]; app_ips; app_ips_input [text]; work_shift[] [radio]; work_daily_salary[] [radio]; work_salary_division [number]; work_hours_day [number]; work_days[] [checkbox]; shift_1_time_from_1; shift_1_timing_from_1; shift_1_time_to_1; shift_1_timing_to_1; shift_2_time_from_1; shift_2_timing_from_1; shift_2_time_to_1; shift_2_timing_to_1; shift_1_time_from_2; shift_1_timing_from_2; shift_1_time_to_2; shift_1_timing_to_2; shift_2_time_from_2; shift_2_timing_from_2; shift_2_time_to_2; shift_2_timing_to_2; shift_1_time_from_3; shift_1_timing_from_3; shift_1_time_to_3; shift_1_timing_to_3; shift_2_time_from_3","form post https://www.sarh.org.sa/rafed/attendance_settings.php; button: المهام; button: التنبيهات; button: المشرف الاداري العام مشرف اداري; button: تسجيل الخروج; button: X; button: إضافه بند للتأخير; button: إضافه بند للإنصراف المبكر; button: غلق; button: منقي; button: تصدير; button: عمليات","Not captured","Not captured","8 table(s) observed","Not captured","Not captured","Not captured","/hr/settings","Not mapped","Not mapped","Not assessed","HumanResourceService","Implemented","Partial","rafed-sample-pages.json: captured structural metadata","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.attendance_locations","human-resources","إدارة الموارد البشرية","إدارة اماكن التسجيل","attendance_locations.php","https://www.sarh.org.sa/rafed/attendance_locations.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/human-resources.attendance_locations","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.attendance_official_vacations","human-resources","إدارة الموارد البشرية","إعدادات الإجازات الرسمية","attendance_official_vacations.php","https://www.sarh.org.sa/rafed/attendance_official_vacations.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/human-resources.attendance_official_vacations","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.attendance_record","human-resources","إدارة الموارد البشرية","تسجيل الحضور والانصراف","attendance_record.php","https://www.sarh.org.sa/rafed/attendance_record.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/hr/attendance","Not mapped","Not mapped","Not assessed","HumanResourceService","Implemented","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.attendance_execuses","human-resources","إدارة الموارد البشرية","تسجيل الاذونات","attendance_execuses.php","https://www.sarh.org.sa/rafed/attendance_execuses.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/human-resources.attendance_execuses","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.attendance_present","human-resources","إدارة الموارد البشرية","سجل الحضور الحالي","attendance_present.php","https://www.sarh.org.sa/rafed/attendance_present.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/rafed/human-resources.attendance_present","Not mapped","Not mapped","Not assessed","RafedPlannedService","Planned","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.attendance_report","human-resources","إدارة الموارد البشرية","سجلات الحضور والانصراف","attendance_report.php","https://www.sarh.org.sa/rafed/attendance_report.php","search_input [text]; token [hidden]; personnel_id [hidden]; personnel_id-select; month; year","form post https://www.sarh.org.sa/rafed/attendance_report.php; button: المهام; button: التنبيهات; button: المشرف الاداري العام مشرف اداري; button: تسجيل الخروج; button: معاينة الملف","Not captured","Not captured","1 table(s) observed","Not captured","Not captured","Not captured","/hr/attendance","Not mapped","Not mapped","Not assessed","HumanResourceService","Implemented","Partial","rafed-sample-pages.json: captured structural metadata","2026-07-07T11:51:06Z","Not assessed","Not started"
"human-resources.attendance_report_general","human-resources","إدارة الموارد البشرية","تقارير الحضور والانصراف","attendance_report_general.php","https://www.sarh.org.sa/rafed/attendance_report_general.php","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","Not captured","/hr/attendance","Not mapped","Not mapped","Not assessed","HumanResourceService","Implemented","Partial","rafed-links.json: sidebar inventory only","2026-07-07T11:51:06Z","Not assessed","Not started"
